,caused_version,enabled_version,lesion_rsa,trial,response,model_y
52,and_hm_or_ws_cc,or_ws,0,13,cause,0.601369580163677
53,and_hm_or_ws_cc,or_ws,0,13,enable,0.17888021336879673
54,and_hm_or_ws_cc,or_ws,0,13,affect,0.2197502064675262
55,and_hm_or_ws_cc,or_ws,0,13,no_difference,0.0
56,and_hm_or_ws_cc,or_ws,0,14,cause,0.2576094599359081
57,and_hm_or_ws_cc,or_ws,0,14,enable,0.3331376806315498
58,and_hm_or_ws_cc,or_ws,0,14,affect,0.4092528594325251
59,and_hm_or_ws_cc,or_ws,0,14,no_difference,1.696499963752077e-14
60,and_hm_or_ws_cc,or_ws,0,15,cause,0.7316918701496734
61,and_hm_or_ws_cc,or_ws,0,15,enable,0.1203996323353068
62,and_hm_or_ws_cc,or_ws,0,15,affect,0.14790849751501367
63,and_hm_or_ws_cc,or_ws,0,15,no_difference,6.131337995311331e-15
64,and_hm_or_ws_cc,or_ws,0,16,cause,0.7316921136523584
65,and_hm_or_ws_cc,or_ws,0,16,enable,0.12039967240358544
66,and_hm_or_ws_cc,or_ws,0,16,affect,0.14790821394405623
67,and_hm_or_ws_cc,or_ws,0,16,no_difference,0.0
68,and_hm_or_ws_cc,or_ws,0,17,cause,0.033521914947158796
69,and_hm_or_ws_cc,or_ws,0,17,enable,0.04335016656066499
70,and_hm_or_ws_cc,or_ws,0,17,affect,0.6085343610323591
71,and_hm_or_ws_cc,or_ws,0,17,no_difference,0.314593557459817
72,and_hm_or_ws_cc,or_ws,0,18,cause,0.0
73,and_hm_or_ws_cc,or_ws,0,18,enable,1.0
74,and_hm_or_ws_cc,or_ws,0,18,affect,0.0
75,and_hm_or_ws_cc,or_ws,0,18,no_difference,0.0
76,and_hm_or_ws_cc,or_ws,0,19,cause,0.37400902518509616
77,and_hm_or_ws_cc,or_ws,0,19,enable,0.26627165552876264
78,and_hm_or_ws_cc,or_ws,0,19,affect,0.3593642328026862
79,and_hm_or_ws_cc,or_ws,0,19,no_difference,0.0003550864834550558
80,and_hm_or_ws_cc,or_ws,0,20,cause,0.30334705343602
81,and_hm_or_ws_cc,or_ws,0,20,enable,0.049915647820747845
82,and_hm_or_ws_cc,or_ws,0,20,affect,0.4609631766333274
83,and_hm_or_ws_cc,or_ws,0,20,no_difference,0.1857741221099048
84,and_hm_or_ws_cc,or_ws,0,21,cause,0.25760969714765086
85,and_hm_or_ws_cc,or_ws,0,21,enable,0.33313798739113004
86,and_hm_or_ws_cc,or_ws,0,21,affect,0.4092523154612191
87,and_hm_or_ws_cc,or_ws,0,21,no_difference,0.0
88,and_hm_or_ws_cc,or_ws,0,22,cause,0.0
89,and_hm_or_ws_cc,or_ws,0,22,enable,0.0
90,and_hm_or_ws_cc,or_ws,0,22,affect,0.0
91,and_hm_or_ws_cc,or_ws,0,22,no_difference,1.0
92,and_hm_or_ws_cc,or_ws,0,23,cause,0.0
93,and_hm_or_ws_cc,or_ws,0,23,enable,0.0
94,and_hm_or_ws_cc,or_ws,0,23,affect,0.0
95,and_hm_or_ws_cc,or_ws,0,23,no_difference,1.0
96,and_hm_or_ws_cc,or_ws,0,24,cause,0.48537959389895396
97,and_hm_or_ws_cc,or_ws,0,24,enable,0.2309292102822704
98,and_hm_or_ws_cc,or_ws,0,24,affect,0.2836911958187757
99,and_hm_or_ws_cc,or_ws,0,24,no_difference,0.0
100,and_hm_or_ws_cc,or_ws,0,25,cause,0.0
101,and_hm_or_ws_cc,or_ws,0,25,enable,1.0
102,and_hm_or_ws_cc,or_ws,0,25,affect,0.0
103,and_hm_or_ws_cc,or_ws,0,25,no_difference,0.0
104,and_hm_or_ws_cc,or_ws,0,26,cause,0.3743828404412472
105,and_hm_or_ws_cc,or_ws,0,26,enable,0.2711930712560224
106,and_hm_or_ws_cc,or_ws,0,26,affect,0.3542872579704121
107,and_hm_or_ws_cc,or_ws,0,26,no_difference,0.00013683033231838633
108,and_hm_or_ws_cc,or_ws,0,27,cause,0.2478258038874918
109,and_hm_or_ws_cc,or_ws,0,27,enable,0.32048556574074893
110,and_hm_or_ws_cc,or_ws,0,27,affect,0.4312906543325518
111,and_hm_or_ws_cc,or_ws,0,27,no_difference,0.0003979760392074081
112,and_hm_or_ws_cc,or_ws,0,28,cause,0.026856194368861625
113,and_hm_or_ws_cc,or_ws,0,28,enable,0.0044191770605228175
114,and_hm_or_ws_cc,or_ws,0,28,affect,0.49737378561820456
115,and_hm_or_ws_cc,or_ws,0,28,no_difference,0.4713508429524111
116,and_hm_or_ws_cc,or_ws,0,29,cause,0.0
117,and_hm_or_ws_cc,or_ws,0,29,enable,0.0
118,and_hm_or_ws_cc,or_ws,0,29,affect,0.0
119,and_hm_or_ws_cc,or_ws,0,29,no_difference,1.0
120,and_hm_or_ws_cc,or_ws_and_nh,0,0,cause,0.0
121,and_hm_or_ws_cc,or_ws_and_nh,0,0,enable,0.0
122,and_hm_or_ws_cc,or_ws_and_nh,0,0,affect,0.0
123,and_hm_or_ws_cc,or_ws_and_nh,0,0,no_difference,1.0
124,and_hm_or_ws_cc,or_ws_and_nh,0,1,cause,0.0
125,and_hm_or_ws_cc,or_ws_and_nh,0,1,enable,1.0
126,and_hm_or_ws_cc,or_ws_and_nh,0,1,affect,0.0
127,and_hm_or_ws_cc,or_ws_and_nh,0,1,no_difference,0.0
128,and_hm_or_ws_cc,or_ws_and_nh,0,2,cause,0.0
129,and_hm_or_ws_cc,or_ws_and_nh,0,2,enable,0.0
130,and_hm_or_ws_cc,or_ws_and_nh,0,2,affect,0.3885992933601771
131,and_hm_or_ws_cc,or_ws_and_nh,0,2,no_difference,0.6114007066398229
132,and_hm_or_ws_cc,or_ws_and_nh,0,3,cause,0.14464110362853663
133,and_hm_or_ws_cc,or_ws_and_nh,0,3,enable,0.0
134,and_hm_or_ws_cc,or_ws_and_nh,0,3,affect,0.5700985399228375
135,and_hm_or_ws_cc,or_ws_and_nh,0,3,no_difference,0.28526035644862585
136,and_hm_or_ws_cc,or_ws_and_nh,0,4,cause,0.01607131173875476
137,and_hm_or_ws_cc,or_ws_and_nh,0,4,enable,0.0
138,and_hm_or_ws_cc,or_ws_and_nh,0,4,affect,0.4508407571585504
139,and_hm_or_ws_cc,or_ws_and_nh,0,4,no_difference,0.5330879311026948
140,and_hm_or_ws_cc,or_ws_and_nh,0,5,cause,0.8101810947157357
141,and_hm_or_ws_cc,or_ws_and_nh,0,5,enable,0.0
142,and_hm_or_ws_cc,or_ws_and_nh,0,5,affect,0.18981890528426423
143,and_hm_or_ws_cc,or_ws_and_nh,0,5,no_difference,0.0
144,and_hm_or_ws_cc,or_ws_and_nh,0,6,cause,0.472928039171978
145,and_hm_or_ws_cc,or_ws_and_nh,0,6,enable,0.0
146,and_hm_or_ws_cc,or_ws_and_nh,0,6,affect,0.527071960828022
147,and_hm_or_ws_cc,or_ws_and_nh,0,6,no_difference,0.0
148,and_hm_or_ws_cc,or_ws_and_nh,0,7,cause,0.0
149,and_hm_or_ws_cc,or_ws_and_nh,0,7,enable,1.0
150,and_hm_or_ws_cc,or_ws_and_nh,0,7,affect,0.0
151,and_hm_or_ws_cc,or_ws_and_nh,0,7,no_difference,0.0
152,and_hm_or_ws_cc,or_ws_and_nh,0,8,cause,0.2699168872562942
153,and_hm_or_ws_cc,or_ws_and_nh,0,8,enable,0.0
154,and_hm_or_ws_cc,or_ws_and_nh,0,8,affect,0.5985014772429348
155,and_hm_or_ws_cc,or_ws_and_nh,0,8,no_difference,0.13158163550077095
156,and_hm_or_ws_cc,or_ws_and_nh,0,9,cause,0.7884742105510274
157,and_hm_or_ws_cc,or_ws_and_nh,0,9,enable,0.0
158,and_hm_or_ws_cc,or_ws_and_nh,0,9,affect,0.21099131738190482
159,and_hm_or_ws_cc,or_ws_and_nh,0,9,no_difference,0.0005344720670678399
160,and_hm_or_ws_cc,or_ws_and_nh,0,10,cause,0.450973092220768
161,and_hm_or_ws_cc,or_ws_and_nh,0,10,enable,0.0
162,and_hm_or_ws_cc,or_ws_and_nh,0,10,affect,0.5427154372142245
163,and_hm_or_ws_cc,or_ws_and_nh,0,10,no_difference,0.006311470565007445
164,and_hm_or_ws_cc,or_ws_and_nh,0,11,cause,0.47516631107474105
165,and_hm_or_ws_cc,or_ws_and_nh,0,11,enable,0.0
166,and_hm_or_ws_cc,or_ws_and_nh,0,11,affect,0.5248319613732374
167,and_hm_or_ws_cc,or_ws_and_nh,0,11,no_difference,1.7275520215351733e-06
168,and_hm_or_ws_cc,or_ws_and_nh,0,12,cause,0.8101810947157357
169,and_hm_or_ws_cc,or_ws_and_nh,0,12,enable,0.0
170,and_hm_or_ws_cc,or_ws_and_nh,0,12,affect,0.18981890528426423
171,and_hm_or_ws_cc,or_ws_and_nh,0,12,no_difference,0.0
172,and_hm_or_ws_cc,or_ws_and_nh,0,13,cause,0.6812118859584622
173,and_hm_or_ws_cc,or_ws_and_nh,0,13,enable,0.0
174,and_hm_or_ws_cc,or_ws_and_nh,0,13,affect,0.31878811404153784
175,and_hm_or_ws_cc,or_ws_and_nh,0,13,no_difference,0.0
176,and_hm_or_ws_cc,or_ws_and_nh,0,14,cause,0.47292747832072424
177,and_hm_or_ws_cc,or_ws_and_nh,0,14,enable,0.0
178,and_hm_or_ws_cc,or_ws_and_nh,0,14,affect,0.5270725216792496
179,and_hm_or_ws_cc,or_ws_and_nh,0,14,no_difference,2.6223720365873745e-14
180,and_hm_or_ws_cc,or_ws_and_nh,0,15,cause,0.8101776344499336
181,and_hm_or_ws_cc,or_ws_and_nh,0,15,enable,0.0
182,and_hm_or_ws_cc,or_ws_and_nh,0,15,affect,0.18982236554838694
183,and_hm_or_ws_cc,or_ws_and_nh,0,15,no_difference,1.6794663667216633e-12
184,and_hm_or_ws_cc,or_ws_and_nh,0,16,cause,0.8101810947157357
185,and_hm_or_ws_cc,or_ws_and_nh,0,16,enable,0.0
186,and_hm_or_ws_cc,or_ws_and_nh,0,16,affect,0.18981890528426423
187,and_hm_or_ws_cc,or_ws_and_nh,0,16,no_difference,0.0
188,and_hm_or_ws_cc,or_ws_and_nh,0,17,cause,0.048620141873852045
189,and_hm_or_ws_cc,or_ws_and_nh,0,17,enable,0.0
190,and_hm_or_ws_cc,or_ws_and_nh,0,17,affect,0.5922763322484169
191,and_hm_or_ws_cc,or_ws_and_nh,0,17,no_difference,0.35910352587773114
192,and_hm_or_ws_cc,or_ws_and_nh,0,18,cause,0.0
193,and_hm_or_ws_cc,or_ws_and_nh,0,18,enable,1.0
194,and_hm_or_ws_cc,or_ws_and_nh,0,18,affect,0.0
195,and_hm_or_ws_cc,or_ws_and_nh,0,18,no_difference,0.0
196,and_hm_or_ws_cc,or_ws_and_nh,0,19,cause,0.4732958714443057
197,and_hm_or_ws_cc,or_ws_and_nh,0,19,enable,0.0
198,and_hm_or_ws_cc,or_ws_and_nh,0,19,affect,0.5258654437612477
199,and_hm_or_ws_cc,or_ws_and_nh,0,19,no_difference,0.0008386847944466372
200,and_hm_or_ws_cc,or_ws_and_nh,0,20,cause,0.3836338924274416
201,and_hm_or_ws_cc,or_ws_and_nh,0,20,enable,0.0
202,and_hm_or_ws_cc,or_ws_and_nh,0,20,affect,0.4558786891314689
203,and_hm_or_ws_cc,or_ws_and_nh,0,20,no_difference,0.1604874184410894
204,and_hm_or_ws_cc,or_ws_and_nh,0,21,cause,0.472928039171978
205,and_hm_or_ws_cc,or_ws_and_nh,0,21,enable,0.0
206,and_hm_or_ws_cc,or_ws_and_nh,0,21,affect,0.527071960828022
207,and_hm_or_ws_cc,or_ws_and_nh,0,21,no_difference,0.0
208,and_hm_or_ws_cc,or_ws_and_nh,0,22,cause,0.0
209,and_hm_or_ws_cc,or_ws_and_nh,0,22,enable,0.0
210,and_hm_or_ws_cc,or_ws_and_nh,0,22,affect,0.0
211,and_hm_or_ws_cc,or_ws_and_nh,0,22,no_difference,1.0
212,and_hm_or_ws_cc,or_ws_and_nh,0,23,cause,0.0
213,and_hm_or_ws_cc,or_ws_and_nh,0,23,enable,0.0
214,and_hm_or_ws_cc,or_ws_and_nh,0,23,affect,0.0
215,and_hm_or_ws_cc,or_ws_and_nh,0,23,no_difference,1.0
216,and_hm_or_ws_cc,or_ws_and_nh,0,24,cause,0.6053206914656132
217,and_hm_or_ws_cc,or_ws_and_nh,0,24,enable,0.0
218,and_hm_or_ws_cc,or_ws_and_nh,0,24,affect,0.39467930853438676
219,and_hm_or_ws_cc,or_ws_and_nh,0,24,no_difference,0.0
220,and_hm_or_ws_cc,or_ws_and_nh,0,25,cause,0.0
221,and_hm_or_ws_cc,or_ws_and_nh,0,25,enable,1.0
222,and_hm_or_ws_cc,or_ws_and_nh,0,25,affect,0.0
223,and_hm_or_ws_cc,or_ws_and_nh,0,25,no_difference,0.0
224,and_hm_or_ws_cc,or_ws_and_nh,0,26,cause,0.4752609173583612
225,and_hm_or_ws_cc,or_ws_and_nh,0,26,enable,0.0
226,and_hm_or_ws_cc,or_ws_and_nh,0,26,affect,0.5240441379998976
227,and_hm_or_ws_cc,or_ws_and_nh,0,26,no_difference,0.000694944641741347
228,and_hm_or_ws_cc,or_ws_and_nh,0,27,cause,0.44611571386863064
229,and_hm_or_ws_cc,or_ws_and_nh,0,27,enable,0.0
230,and_hm_or_ws_cc,or_ws_and_nh,0,27,affect,0.5530232690251143
231,and_hm_or_ws_cc,or_ws_and_nh,0,27,no_difference,0.000861017106254884
232,and_hm_or_ws_cc,or_ws_and_nh,0,28,cause,0.043522233264011355
233,and_hm_or_ws_cc,or_ws_and_nh,0,28,enable,0.0
234,and_hm_or_ws_cc,or_ws_and_nh,0,28,affect,0.4772853687687462
235,and_hm_or_ws_cc,or_ws_and_nh,0,28,no_difference,0.47919239796724244
236,and_hm_or_ws_cc,or_ws_and_nh,0,29,cause,0.0
237,and_hm_or_ws_cc,or_ws_and_nh,0,29,enable,0.0
238,and_hm_or_ws_cc,or_ws_and_nh,0,29,affect,0.0
239,and_hm_or_ws_cc,or_ws_and_nh,0,29,no_difference,1.0
240,and_hm_or_ws,or_ws,1,0,cause,0.06586533165027292
241,and_hm_or_ws,or_ws,1,0,enable,0.06586533165027292
242,and_hm_or_ws,or_ws,1,0,affect,0.06586533165027292
243,and_hm_or_ws,or_ws,1,0,no_difference,0.8024040050491812
244,and_hm_or_ws,or_ws,1,1,cause,0.06586533165027292
245,and_hm_or_ws,or_ws,1,1,enable,0.8024040050491812
246,and_hm_or_ws,or_ws,1,1,affect,0.06586533165027292
247,and_hm_or_ws,or_ws,1,1,no_difference,0.06586533165027292
248,and_hm_or_ws,or_ws,1,2,cause,0.04224716061371412
249,and_hm_or_ws,or_ws,1,2,enable,0.04224716061371412
250,and_hm_or_ws,or_ws,1,2,affect,0.5146757790334419
251,and_hm_or_ws,or_ws,1,2,no_difference,0.4008298997391299
252,and_hm_or_ws,or_ws,1,3,cause,0.10811132970425874
253,and_hm_or_ws,or_ws,1,3,enable,0.10811132970425874
254,and_hm_or_ws,or_ws,1,3,affect,0.5728715535650954
255,and_hm_or_ws,or_ws,1,3,no_difference,0.210905787026387
256,and_hm_or_ws,or_ws,1,4,cause,0.05359095338600155
257,and_hm_or_ws,or_ws,1,4,enable,0.05359095338600155
258,and_hm_or_ws,or_ws,1,4,affect,0.5392464886584254
259,and_hm_or_ws,or_ws,1,4,no_difference,0.3535716045695715
260,and_hm_or_ws,or_ws,1,5,cause,0.32445568517626344
261,and_hm_or_ws,or_ws,1,5,enable,0.32445568517626344
262,and_hm_or_ws,or_ws,1,5,affect,0.32445568517626344
263,and_hm_or_ws,or_ws,1,5,no_difference,0.026632944471209726
264,and_hm_or_ws,or_ws,1,6,cause,0.32445568517626344
265,and_hm_or_ws,or_ws,1,6,enable,0.32445568517626344
266,and_hm_or_ws,or_ws,1,6,affect,0.32445568517626344
267,and_hm_or_ws,or_ws,1,6,no_difference,0.026632944471209726
268,and_hm_or_ws,or_ws,1,7,cause,0.06586533165027292
269,and_hm_or_ws,or_ws,1,7,enable,0.8024040050491812
270,and_hm_or_ws,or_ws,1,7,affect,0.06586533165027292
271,and_hm_or_ws,or_ws,1,7,no_difference,0.06586533165027292
272,and_hm_or_ws,or_ws,1,8,cause,0.19598202242120583
273,and_hm_or_ws,or_ws,1,8,enable,0.19598202242120583
274,and_hm_or_ws,or_ws,1,8,affect,0.5092927164470616
275,and_hm_or_ws,or_ws,1,8,no_difference,0.09874323871052673
276,and_hm_or_ws,or_ws,1,9,cause,0.31078208551803377
277,and_hm_or_ws,or_ws,1,9,enable,0.31078208551803377
278,and_hm_or_ws,or_ws,1,9,affect,0.3469842802088419
279,and_hm_or_ws,or_ws,1,9,no_difference,0.03145154875509049
280,and_hm_or_ws,or_ws,1,10,cause,0.29559291296280166
281,and_hm_or_ws,or_ws,1,10,enable,0.29559291296280166
282,and_hm_or_ws,or_ws,1,10,affect,0.3713781121028054
283,and_hm_or_ws,or_ws,1,10,no_difference,0.03743606197159141
284,and_hm_or_ws,or_ws,1,11,cause,0.3235426589404178
285,and_hm_or_ws,or_ws,1,11,enable,0.3235426589404178
286,and_hm_or_ws,or_ws,1,11,affect,0.32597590648309877
287,and_hm_or_ws,or_ws,1,11,no_difference,0.026938775636065712
288,and_hm_or_ws,or_ws,1,12,cause,0.32445568517626344
289,and_hm_or_ws,or_ws,1,12,enable,0.32445568517626344
290,and_hm_or_ws,or_ws,1,12,affect,0.32445568517626344
291,and_hm_or_ws,or_ws,1,12,no_difference,0.026632944471209726
292,and_hm_or_ws,or_ws,1,13,cause,0.32445568517626344
293,and_hm_or_ws,or_ws,1,13,enable,0.32445568517626344
294,and_hm_or_ws,or_ws,1,13,affect,0.32445568517626344
295,and_hm_or_ws,or_ws,1,13,no_difference,0.026632944471209726
296,and_hm_or_ws,or_ws,1,14,cause,0.22559202195486192
297,and_hm_or_ws,or_ws,1,14,enable,0.37193817912809507
298,and_hm_or_ws,or_ws,1,14,affect,0.37193910897470517
299,and_hm_or_ws,or_ws,1,14,no_difference,0.030530689942337912
300,and_hm_or_ws,or_ws,1,15,cause,0.32445538095164445
301,and_hm_or_ws,or_ws,1,15,enable,0.32445538095164445
302,and_hm_or_ws,or_ws,1,15,affect,0.3244561920911107
303,and_hm_or_ws,or_ws,1,15,no_difference,0.026633046005600368
304,and_hm_or_ws,or_ws,1,16,cause,0.32445568517626344
305,and_hm_or_ws,or_ws,1,16,enable,0.32445568517626344
306,and_hm_or_ws,or_ws,1,16,affect,0.32445568517626344
307,and_hm_or_ws,or_ws,1,16,no_difference,0.026632944471209726
308,and_hm_or_ws,or_ws,1,17,cause,0.09414746737711199
309,and_hm_or_ws,or_ws,1,17,enable,0.11152071460658979
310,and_hm_or_ws,or_ws,1,17,affect,0.5825822369975971
311,and_hm_or_ws,or_ws,1,17,no_difference,0.2117495810187012
312,and_hm_or_ws,or_ws,1,18,cause,0.06586533165027292
313,and_hm_or_ws,or_ws,1,18,enable,0.8024040050491812
314,and_hm_or_ws,or_ws,1,18,affect,0.06586533165027292
315,and_hm_or_ws,or_ws,1,18,no_difference,0.06586533165027292
316,and_hm_or_ws,or_ws,1,19,cause,0.3117728292656669
317,and_hm_or_ws,or_ws,1,19,enable,0.3117728292656669
318,and_hm_or_ws,or_ws,1,19,affect,0.3453694837270278
319,and_hm_or_ws,or_ws,1,19,no_difference,0.031084857741638366
320,and_hm_or_ws,or_ws,1,20,cause,0.12887511660089782
321,and_hm_or_ws,or_ws,1,20,enable,0.12887511660089782
322,and_hm_or_ws,or_ws,1,20,affect,0.5661696946268463
323,and_hm_or_ws,or_ws,1,20,no_difference,0.1760800721713581
324,and_hm_or_ws,or_ws,1,21,cause,0.22559217708636675
325,and_hm_or_ws,or_ws,1,21,enable,0.3719386208658429
326,and_hm_or_ws,or_ws,1,21,affect,0.3719386208658429
327,and_hm_or_ws,or_ws,1,21,no_difference,0.03053058118194753
328,and_hm_or_ws,or_ws,1,22,cause,0.06586533165027292
329,and_hm_or_ws,or_ws,1,22,enable,0.06586533165027292
330,and_hm_or_ws,or_ws,1,22,affect,0.06586533165027292
331,and_hm_or_ws,or_ws,1,22,no_difference,0.8024040050491812
332,and_hm_or_ws,or_ws,1,23,cause,0.06586533165027292
333,and_hm_or_ws,or_ws,1,23,enable,0.06586533165027292
334,and_hm_or_ws,or_ws,1,23,affect,0.06586533165027292
335,and_hm_or_ws,or_ws,1,23,no_difference,0.8024040050491812
336,and_hm_or_ws,or_ws,1,24,cause,0.32445568517626344
337,and_hm_or_ws,or_ws,1,24,enable,0.32445568517626344
338,and_hm_or_ws,or_ws,1,24,affect,0.32445568517626344
339,and_hm_or_ws,or_ws,1,24,no_difference,0.026632944471209726
340,and_hm_or_ws,or_ws,1,25,cause,0.06586533165027292
341,and_hm_or_ws,or_ws,1,25,enable,0.8024040050491812
342,and_hm_or_ws,or_ws,1,25,affect,0.06586533165027292
343,and_hm_or_ws,or_ws,1,25,no_difference,0.06586533165027292
344,and_hm_or_ws,or_ws,1,26,cause,0.3161520200431498
345,and_hm_or_ws,or_ws,1,26,enable,0.3161520200431498
346,and_hm_or_ws,or_ws,1,26,affect,0.3381985584351597
347,and_hm_or_ws,or_ws,1,26,no_difference,0.029497401478540825
348,and_hm_or_ws,or_ws,1,27,cause,0.21922480729265756
349,and_hm_or_ws,or_ws,1,27,enable,0.3543349742378319
350,and_hm_or_ws,or_ws,1,27,affect,0.3913169011635609
351,and_hm_or_ws,or_ws,1,27,no_difference,0.035123317305949774
352,and_hm_or_ws,or_ws,1,28,cause,0.06360439917630824
353,and_hm_or_ws,or_ws,1,28,enable,0.06360439917630824
354,and_hm_or_ws,or_ws,1,28,affect,0.5538991538373783
355,and_hm_or_ws,or_ws,1,28,no_difference,0.3188920478100053
356,and_hm_or_ws,or_ws,1,29,cause,0.06586533165027292
357,and_hm_or_ws,or_ws,1,29,enable,0.06586533165027292
358,and_hm_or_ws,or_ws,1,29,affect,0.06586533165027292
359,and_hm_or_ws,or_ws,1,29,no_difference,0.8024040050491812
360,and_hm_or_ws,or_ws_and_nh,1,0,cause,0.09625513525746872
361,and_hm_or_ws,or_ws_and_nh,1,0,enable,0.09625513525746872
362,and_hm_or_ws,or_ws_and_nh,1,0,affect,0.09625513525746872
363,and_hm_or_ws,or_ws_and_nh,1,0,no_difference,0.7112345942275938
364,and_hm_or_ws,or_ws_and_nh,1,1,cause,0.09625513525746872
365,and_hm_or_ws,or_ws_and_nh,1,1,enable,0.7112345942275938
366,and_hm_or_ws,or_ws_and_nh,1,1,affect,0.09625513525746872
367,and_hm_or_ws,or_ws_and_nh,1,1,no_difference,0.09625513525746872
368,and_hm_or_ws,or_ws_and_nh,1,2,cause,0.06477227805411839
369,and_hm_or_ws,or_ws_and_nh,1,2,enable,0.06477227805411839
370,and_hm_or_ws,or_ws_and_nh,1,2,affect,0.47860599619741545
371,and_hm_or_ws,or_ws_and_nh,1,2,no_difference,0.3918494476943477
372,and_hm_or_ws,or_ws_and_nh,1,3,cause,0.14251667539364468
373,and_hm_or_ws,or_ws_and_nh,1,3,enable,0.07321929749236322
374,and_hm_or_ws,or_ws_and_nh,1,3,affect,0.5410214966953641
375,and_hm_or_ws,or_ws_and_nh,1,3,no_difference,0.2432425304186279
376,and_hm_or_ws,or_ws_and_nh,1,4,cause,0.07859782383752512
377,and_hm_or_ws,or_ws_and_nh,1,4,enable,0.0674494219460372
378,and_hm_or_ws,or_ws_and_nh,1,4,affect,0.49838756259971306
379,and_hm_or_ws,or_ws_and_nh,1,4,no_difference,0.35556519161672456
380,and_hm_or_ws,or_ws_and_nh,1,5,cause,0.4403985389889412
381,and_hm_or_ws,or_ws_and_nh,1,5,enable,0.05960146101105877
382,and_hm_or_ws,or_ws_and_nh,1,5,affect,0.4403985389889412
383,and_hm_or_ws,or_ws_and_nh,1,5,no_difference,0.05960146101105877
384,and_hm_or_ws,or_ws_and_nh,1,6,cause,0.4403985389889412
385,and_hm_or_ws,or_ws_and_nh,1,6,enable,0.05960146101105877
386,and_hm_or_ws,or_ws_and_nh,1,6,affect,0.4403985389889412
